area_type,availability,location,total_sqft,bath,price,bedrooms
Super built-up  Area,Ready To Move,Hennur,1075.0,2.0,52.0,2
Super built-up  Area,18-Mar,Chandapura,530.0,1.0,11.66,1
Built-up  Area,Ready To Move,Bellandur,1205.0,2.0,66.0,2
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1075.0,2.0,60.0,2
Built-up  Area,Ready To Move,KR Puram,930.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Balagere,1380.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Hebbal,2483.0,5.0,212.0,4
Built-up  Area,Ready To Move,Kodigehaali,1166.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1050.0,2.0,65.0,2
Super built-up  Area,19-Mar,Gopalapura,2023.71,3.0,275.0,3
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,46.8,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1600.0,2.0,108.0,3
Super built-up  Area,Ready To Move,Billekahalli,1935.0,3.0,110.0,3
Super built-up  Area,18-May,8th Phase JP Nagar,451.0,1.0,29.9,1
Super built-up  Area,Ready To Move,Electronic City,1800.0,3.0,95.0,3
Super built-up  Area,18-May,Jalahalli,1400.0,3.0,77.0,3
Super built-up  Area,Ready To Move,Hegde Nagar,1801.0,3.0,115.0,3
Built-up  Area,Ready To Move,Mahadevpura,1451.0,2.0,90.0,2
Plot  Area,19-Jan,Anekal,1200.0,1.0,36.0,2
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,44.0,2
Built-up  Area,Ready To Move,Kengeri,1000.0,2.0,25.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,950.0,2.0,40.0,2
Built-up  Area,20-Dec,"Hoodi Circle, ",1629.0,3.0,79.0,3
Built-up  Area,Ready To Move,Vijayanagar,1580.0,2.0,134.0,3
Super built-up  Area,21-Jun,Vijayanagar,1826.0,3.0,121.0,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,1245.0,2.0,94.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
Super built-up  Area,Ready To Move,Sompura,825.0,2.0,33.0,2
Super built-up  Area,18-Aug,Yeshwanthpur,1693.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,1113.27,2.0,53.0,2
Built-up  Area,Ready To Move,Ashirvad Colony,1460.0,2.0,58.0,2
Built-up  Area,Ready To Move,Doddathoguru,1050.0,2.0,32.0,2
Built-up  Area,Ready To Move,Dodda Nekkundi,1260.0,2.0,55.0,2
Super built-up  Area,Ready To Move,K N Extension,700.0,3.0,120.0,6
Built-up  Area,Ready To Move,Hosur Road,1656.0,2.0,120.0,2
Super built-up  Area,Ready To Move,Chandapura,1208.0,3.0,45.0,3
Super built-up  Area,Ready To Move,Whitefield,1910.0,3.0,161.0,3
Super built-up  Area,Ready To Move,Whitefield,3252.0,4.0,230.0,4
Plot  Area,Ready To Move,Battarahalli,1200.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Gokula Extension,1200.0,4.0,175.0,4
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1175.0,2.0,82.0,2
Plot  Area,Ready To Move,Kamakshipalya,1000.0,2.0,165.0,2
Plot  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,125.0,4
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,410.0,3
Super built-up  Area,19-Jan,Rajaji Nagar,12000.0,6.0,2200.0,7
Plot  Area,Ready To Move,Sultan Palaya,550.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Sanne Amanikere,1185.0,2.0,38.0,2
Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,38.0,2
Plot  Area,Ready To Move,Mahalakshmi Layout,1200.0,7.0,250.0,6
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,64.5,3
Built-up  Area,Ready To Move,Amco Colony,1760.0,3.0,88.0,3
Super built-up  Area,Ready To Move,Billekahalli,1125.0,2.0,62.0,2
Plot  Area,Ready To Move,Nagarbhavi,1350.0,3.0,150.0,3
Plot  Area,17-Dec,Anandapura,1000.0,2.0,55.0,2
Built-up  Area,18-Aug,Bommasandra Industrial Area,1090.0,2.0,31.48,2
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,103.0,3
Super built-up  Area,18-Oct,Bommasandra,1060.0,2.0,26.5,2
Super built-up  Area,Ready To Move,Ambalipura,1105.0,2.0,75.0,2
Built-up  Area,Ready To Move,Hoodi,985.0,2.0,67.0,2
Plot  Area,Ready To Move,Chandapura,1533.0,5.0,85.0,6
Super built-up  Area,17-Jul,Balagere,1590.0,3.0,79.0,3
Super built-up  Area,Ready To Move,CV Raman Nagar,1120.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Samethanahalli,1069.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Marathahalli,1933.0,3.0,140.0,3
Built-up  Area,16-Mar,Hosur Road,1194.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Brookefield,1150.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Yelenahalli,1240.0,2.0,47.12,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
Plot  Area,Ready To Move,7th Phase JP Nagar,1200.0,8.0,250.0,8
Super built-up  Area,Ready To Move,Richmond Town,2150.0,4.0,240.0,3
Super built-up  Area,Ready To Move,Suddaguntepalya,1450.0,3.0,55.0,3
Super built-up  Area,18-Jul,Udayapur Village,1630.0,3.0,68.29,3
Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,40.0,2
Plot  Area,Ready To Move,Kasavanhalli,1000.0,4.0,110.0,3
Plot  Area,Ready To Move,Whitefield,11890.0,4.0,700.0,4
Super built-up  Area,Ready To Move,Bellandur,1250.0,2.0,76.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1400.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1670.0,2.0,57.0,3
Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,71.0,2
Super built-up  Area,Ready To Move,Hoodi,1715.0,2.0,95.0,3
Built-up  Area,18-Apr,Electronic City,630.0,1.0,34.65,1
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,135.0,3
Super built-up  Area,Ready To Move,Hulimavu,1650.0,3.0,78.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
Plot  Area,Ready To Move,Giri Nagar,1800.0,3.0,252.0,3
Super built-up  Area,18-Sep,Sarjapur  Road,1346.0,2.0,74.03,2
Plot  Area,Ready To Move,Thippasandra,1200.0,4.0,200.0,4
Super built-up  Area,Ready To Move,Hormavu,1150.0,2.0,55.0,2
Built-up  Area,Ready To Move,Chikkabidarakallu,3309.0,4.0,325.0,4
Super built-up  Area,18-May,Chandapura,1190.0,2.0,30.35,3
Super built-up  Area,Ready To Move,AECS Layout,1620.0,3.0,98.0,3
Super built-up  Area,18-Apr,Marathahalli,950.0,2.0,46.96,2
Super built-up  Area,Ready To Move,1 Giri Nagar,5000.0,9.0,360.0,11
Super built-up  Area,Ready To Move,Harlur,2450.0,3.0,120.0,3
Super built-up  Area,18-May,Electronic City Phase II,1220.0,2.0,35.23,3
Super built-up  Area,Ready To Move,Hoysalanagar,850.0,2.0,30.0,2
Built-up  Area,Ready To Move,Padmanabhanagar,1020.0,2.0,63.0,2
Built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Defence Colony,1150.0,2.0,126.0,2
Super built-up  Area,18-Dec,Hebbal,1760.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Ambalipura,1800.0,3.0,110.0,3
Super built-up  Area,Ready To Move,Akshaya Nagar,1070.0,2.0,54.0,2
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1500.0,4.0,220.0,4
Plot  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,95.0,2
Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,40.0,2
Built-up  Area,Ready To Move,ITI Employees Layout,1200.0,4.0,230.0,4
Super built-up  Area,18-May,Whitefield,1130.0,2.0,42.16,2
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,165.0,2
Super built-up  Area,19-Jun,Kodigehalli,1270.0,2.0,98.0,2
Built-up  Area,Ready To Move,Patelappa Layout,1200.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4800.0,4.0,235.0,4
Super built-up  Area,Ready To Move,NS Palya,1200.0,2.0,74.0,2
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,50.17,2
Built-up  Area,Ready To Move,RMV 2nd Stage,1150.0,4.0,260.0,4
Plot  Area,Ready To Move,Basavangudi,1125.0,4.0,180.0,4
Plot  Area,Ready To Move,Kenchenahalli,500.0,3.0,65.0,5
Plot  Area,Ready To Move,3rd Block Hrbr Layout,1200.0,5.0,190.0,5
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3600.0,4.0,400.0,4
Plot  Area,Ready To Move,Bank Avenue,2000.0,4.0,99.0,4
Super built-up  Area,Ready To Move,Chikkalasandra,1208.0,2.0,49.0,2
Super built-up  Area,Ready To Move,Hebbal Kempapura,1130.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Surabhi Layout,1753.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Old Madras Road,4500.0,7.0,337.0,5
Plot  Area,Ready To Move,Banjara Layout,600.0,3.0,58.0,3
Super built-up  Area,22-Jun,Hoodi,1196.0,2.0,94.42,2
Built-up  Area,Ready To Move,5th Phase JP Nagar,1150.0,3.0,52.5,2
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Omkar Nagar,1000.0,2.0,53.0,2
Super built-up  Area,Ready To Move,Yelahanka,1035.0,2.0,45.0,2
Built-up  Area,Ready To Move,Kereguddadahalli,950.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,36.0,3
Super built-up  Area,Ready To Move,Whitefield,1040.0,2.0,48.5,2
Plot  Area,17-Oct,Maragondanahalli,720.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,1511.0,3.0,95.0,3
Built-up  Area,Ready To Move,Silk Board,1300.0,3.0,58.0,3
Super built-up  Area,19-Dec,Hoodi,1545.0,3.0,68.75,3
Built-up  Area,Ready To Move,Shampura,375.0,2.0,26.0,1
Super built-up  Area,Ready To Move,Vidyaranyapura,1062.0,2.0,38.0,2
Super built-up  Area,Ready To Move,Kada Agrahara,1115.0,2.0,40.0,2
Super built-up  Area,Ready To Move,JP Nagar,1000.0,2.0,35.0,2
Super built-up  Area,17-May,Kambipura,883.0,2.0,45.0,2
Super built-up  Area,19-Apr,Sarjapur  Road,1195.0,2.0,70.0,2
Plot  Area,Ready To Move,BHEL Layout,1200.0,3.0,165.0,4
Built-up  Area,Ready To Move,Medahalli,700.0,1.0,41.0,1
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,67.0,2
Plot  Area,Ready To Move,8th Phase JP Nagar,660.0,4.0,90.0,4
Plot  Area,Ready To Move,Banashankari Stage III,8500.0,4.0,145.0,4
Super built-up  Area,Ready To Move,Kashi Nagar,1600.0,4.0,80.0,4
Super built-up  Area,18-Dec,Haralur Road,2805.0,5.0,154.0,4
Super built-up  Area,Ready To Move,Begur Road,1584.0,3.0,65.0,3
Plot  Area,Ready To Move,Sector 7 HSR Layout,3000.0,5.0,275.0,4
Built-up  Area,Ready To Move,Hosur Road,1175.0,2.0,48.0,3
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",1595.0,3.0,115.0,3
Super built-up  Area,Ready To Move,VHBCS Layout,1353.0,2.0,110.0,2
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Whitefield,1150.0,2.0,70.0,2
Super built-up  Area,17-Dec,Jakkur,5230.0,6.0,465.0,4
Super built-up  Area,Ready To Move,KR Puram,1155.0,2.0,42.74,2
Built-up  Area,Ready To Move,Ittamadu,1200.0,2.0,85.0,1
Super built-up  Area,18-Jul,Electronic City Phase II,1000.0,2.0,25.0,2
Super built-up  Area,Ready To Move,Thanisandra,3000.0,4.0,120.0,4
Built-up  Area,Ready To Move,Rajiv Nagar,1867.0,3.0,160.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,1251.0,2.0,47.0,2
Super built-up  Area,18-Apr,Gattahalli,1028.0,2.0,45.5,2
Super built-up  Area,Ready To Move,Arekere,1222.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1170.0,2.0,66.0,3
Super built-up  Area,Ready To Move,Hebbal,2400.0,4.0,245.0,3
Super built-up  Area,Ready To Move,Ramanjaneyanagar,1385.0,2.0,48.48,3
Super built-up  Area,Ready To Move,HSR Layout,1372.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Magadi Road,1282.0,2.0,49.0,3
Super built-up  Area,Ready To Move,Mico Layout,5000.0,9.0,210.0,9
Built-up  Area,Ready To Move,7th Block Jayanagar,3000.0,3.0,528.0,5
Super built-up  Area,Ready To Move,Kanakpura Road,1135.0,2.0,39.73,2
Built-up  Area,20-Dec,Whitefield,1768.0,3.0,101.0,3
Built-up  Area,Ready To Move,Byatarayanapura,1325.0,2.0,90.0,3
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,99.0,3
Plot  Area,18-Mar,Whitefield,1500.0,3.0,61.95,3
Plot  Area,Ready To Move,2nd Phase JP Nagar,2610.0,3.0,499.0,3
Super built-up  Area,Ready To Move,Uttarahalli,1286.0,2.0,63.0,2
Built-up  Area,Ready To Move,Kammanahalli,2845.0,5.0,140.0,5
Super built-up  Area,Ready To Move,K G Colony,1600.0,2.0,50.0,3
Super built-up  Area,18-Sep,Hennur Road,1317.5,2.0,63.77,2
Super built-up  Area,Ready To Move,Hebbal,3450.0,5.0,260.0,3
Super built-up  Area,18-Apr,Munnekollal,1102.0,2.0,53.67,2
Super built-up  Area,Ready To Move,Yelahanka,1350.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,42.0,3
Plot  Area,Ready To Move,Hosa Road,1300.0,6.0,145.0,6
Plot  Area,Ready To Move,Herohalli,1800.0,1.0,80.0,2
Built-up  Area,Ready To Move,Chikkabanavar,950.0,2.0,40.0,2
Super built-up  Area,21-Dec,Kanakpura Road,525.0,1.0,27.25,1
Built-up  Area,Ready To Move,Attibele,656.0,2.0,25.0,2
Plot  Area,Ready To Move,Marathahalli,1780.0,4.0,175.0,4
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,1056.0,2.0,80.0,2
Super built-up  Area,21-Feb,Bannerghatta Road,595.0,1.0,33.32,1
Built-up  Area,Ready To Move,Ittamadu,1080.0,2.0,50.0,2
Super built-up  Area,19-Dec,7th Phase JP Nagar,2225.0,3.0,160.0,3
Super built-up  Area,18-Aug,Bommasandra,1126.0,2.0,28.15,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,1490.0,3.0,84.0,3
Plot  Area,Ready To Move,HRBR Layout,2000.0,4.0,300.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,3.0,100.0,3
Built-up  Area,Ready To Move,Ashwini layout,1160.0,2.0,55.0,2
Built-up  Area,Ready To Move,Whitefield,4144.0,4.0,315.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,69.3,2
Plot  Area,Ready To Move,Sarjapur  Road,2230.0,4.0,225.0,4
Super built-up  Area,Ready To Move,Marathalli bridge,1544.0,3.0,120.0,3
Super built-up  Area,18-May,Banashankari Stage III,1305.0,2.0,58.7,3
Super built-up  Area,Ready To Move,Marathahalli,1230.0,2.0,80.0,2
Plot  Area,Ready To Move,T.C PALYA,1200.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Harlur,1460.0,3.0,73.0,3
Built-up  Area,Ready To Move,Gottigere,967.0,2.0,45.0,2
Built-up  Area,Ready To Move,Byatarayanapura,540.0,1.0,36.0,1
Super built-up  Area,19-Dec,Hormavu,715.0,1.0,46.0,1
Super built-up  Area,Ready To Move,Whitefield,2500.0,3.0,313.0,3
Super built-up  Area,Ready To Move,Dooravani Nagar,1578.0,3.0,180.0,3
Super built-up  Area,Ready To Move,Mysore Road,1020.0,2.0,48.95,2
Super built-up  Area,Ready To Move,Jigani,1020.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Koramangala,1253.0,2.0,102.0,2
Super built-up  Area,Ready To Move,JCR Layout,1180.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Nehru Nagar,961.0,2.0,38.0,2
Built-up  Area,Ready To Move,Kanakapura,1419.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Harlur,1709.0,3.0,150.0,3
Plot  Area,Ready To Move,Papareddipalya,1600.0,2.0,115.0,2
Super built-up  Area,18-Jul,Venkatapura,416.0,1.0,18.5,1
Carpet  Area,Ready To Move,Sanjay nagar,1100.0,2.0,98.0,2
Super built-up  Area,Ready To Move,HSR Layout,1430.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Sneha Colony,1260.0,2.0,45.0,2
Built-up  Area,Ready To Move,RMV Extension,1630.0,3.0,85.0,3
Super built-up  Area,19-May,Sarjapur  Road,1249.0,3.0,44.71,3
Super built-up  Area,Ready To Move,Kalena Agrahara,1450.0,2.0,85.0,3
Super built-up  Area,17-Nov,Konanakunte,2791.0,3.0,223.0,3
Super built-up  Area,Ready To Move,Hosapalya,600.0,1.0,90.0,1
Built-up  Area,Ready To Move,Ashwini layout,834.0,1.0,60.0,1
Plot  Area,Ready To Move,Doddagubbi,1125.0,4.0,70.0,3
Super built-up  Area,Ready To Move,Arekere,2060.0,3.0,140.0,3
Super built-up  Area,19-Jan,Malleshwaram,12000.0,7.0,2200.0,7
Built-up  Area,Ready To Move,Gottigere,891.0,2.0,25.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
Built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,37.0,3
Super built-up  Area,18-May,Sector 6 HSR Layout,3000.0,5.0,260.0,4
Plot  Area,Ready To Move,Brookefield,2440.0,5.0,425.0,4
Built-up  Area,Ready To Move,Vidyaranyapura,1200.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Thanisandra,1075.0,2.0,45.8,2
Super built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,40.0,2
Plot  Area,Ready To Move,Margondanahalli,940.0,4.0,150.0,5
Plot  Area,Ready To Move,ITI Layout,2160.0,5.0,250.0,6
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
Built-up  Area,Ready To Move,R.T. Nagar,1500.0,4.0,70.0,4
Super built-up  Area,Ready To Move,Whitefield,4104.0,4.0,360.0,4
Super built-up  Area,Ready To Move,Whitefield,1790.0,3.0,100.0,3
Super built-up  Area,18-Dec,Hebbal,1920.0,3.0,134.0,3
Built-up  Area,Ready To Move,HRBR Layout,1374.0,2.0,95.0,2
Carpet  Area,Ready To Move,Bannerghatta Road,1445.0,3.0,95.0,3
Super built-up  Area,19-Dec,Kanakapura,711.0,1.0,36.0,1
Super built-up  Area,Ready To Move,Tumkur Road,1500.0,3.0,95.0,3
Super built-up  Area,Ready To Move,Whitefield,1720.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Vasanthapura,1400.0,3.0,60.0,3
Built-up  Area,Ready To Move,Kundalahalli,1030.0,2.0,49.0,2
Super built-up  Area,Ready To Move,Mysore Road,1200.0,2.0,85.0,2
Carpet  Area,18-Jul,Hosahalli,1375.0,3.0,70.0,3
Plot  Area,Ready To Move,Hegde Nagar,1050.0,1.0,56.0,2
Super built-up  Area,Ready To Move,Jalahalli,2250.0,3.0,160.0,3
Super built-up  Area,Ready To Move,Bellandur,1000.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Jalahalli West,469.0,1.0,25.0,1
Super built-up  Area,Ready To Move,Marathahalli,3800.0,4.0,250.0,4
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,29.0,2
Super built-up  Area,Ready To Move,GM Palaya,1820.0,2.0,86.0,3
Built-up  Area,Ready To Move,Singasandra,1440.0,2.0,65.0,3
Super built-up  Area,Ready To Move,near Ramanashree California resort,3600.0,4.0,160.0,6
Built-up  Area,Ready To Move,Malleshwaram,2500.0,5.0,325.0,4
Super built-up  Area,18-Aug,Mahadevpura,1225.0,2.0,48.0,2
Plot  Area,Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,660.0,3
Carpet  Area,Ready To Move,Chikkalasandra,875.0,2.0,52.8,2
Super built-up  Area,Ready To Move,Jalahalli East,750.0,1.0,40.0,1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1180.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,47.0,2
Super built-up  Area,Ready To Move,Hennur Road,1500.0,2.0,62.0,3
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,1160.0,2.0,52.2,2
Super built-up  Area,Ready To Move,Hosakerehalli,2378.0,3.0,262.0,3
Super built-up  Area,Ready To Move,Sarjapur,1128.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Hebbal,1500.0,3.0,150.0,3
Built-up  Area,18-Aug,Huskur,1220.0,2.0,35.23,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1210.0,2.0,58.0,2
Super built-up  Area,20-Oct,Kanakpura Road,1100.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Bommasandra,1200.0,3.0,46.0,3
Built-up  Area,18-Mar,Haralur Road,3385.0,5.0,260.0,4
Super built-up  Area,Ready To Move,Nagondanahalli,1641.0,3.0,66.0,3
Super built-up  Area,Ready To Move,Horamavu Agara,1200.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
Super built-up  Area,Ready To Move,Mahadevpura,1720.0,3.0,78.0,3
Super built-up  Area,Ready To Move,Yelahanka,1132.5,2.0,48.13,2
Super built-up  Area,Ready To Move,Yelahanka,1210.0,2.0,45.98,2
Built-up  Area,Ready To Move,Indira Nagar,2200.0,4.0,200.0,4
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,45.0,3
Built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Shanthala Nagar,1630.0,2.0,200.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
Super built-up  Area,18-Apr,Shantiniketan Layout,2072.0,3.0,108.0,3
Built-up  Area,Ready To Move,Herohalli,1200.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Teachers Colony,1350.0,3.0,77.0,3
Built-up  Area,18-Mar,Bettahalsoor,4046.0,4.0,445.0,4
Super built-up  Area,18-Dec,Srinivasa Nagar,1180.0,2.0,78.34,3
Built-up  Area,Ready To Move,Yelahanka,35000.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Langford Town,1355.0,2.0,115.0,2
Plot  Area,Ready To Move,Sulthangunta,600.0,1.0,50.0,1
Plot  Area,Ready To Move,Hormavu,1200.0,7.0,150.0,7
Super built-up  Area,Ready To Move,Bannerghatta Road,1640.0,2.0,120.0,3
Plot  Area,Ready To Move,Byrathi Village,1200.0,5.0,100.0,5
Super built-up  Area,Ready To Move,Kodichikkanahalli,1190.0,2.0,57.0,3
Plot  Area,Ready To Move,OMBR Layout,2400.0,4.0,375.0,4
Super built-up  Area,Ready To Move,Marathahalli,1019.0,2.0,49.85,2
Super built-up  Area,Ready To Move,Ambedkar Colony,1875.0,3.0,165.0,3
Super built-up  Area,18-May,Akshaya Nagar,1250.0,3.0,40.0,3
Plot  Area,Ready To Move,Brookefield,1200.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Whitefield,1140.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,1683.0,3.0,109.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,1515.0,3.0,83.3,3
Super built-up  Area,19-Dec,Hoodi,2118.0,4.0,111.0,4
Built-up  Area,Ready To Move,Bannerghatta Road,1380.0,3.0,58.0,4
Super built-up  Area,Ready To Move,Varthur Road,1083.0,2.0,61.75,2
Plot  Area,Ready To Move,Anjappa Layout,600.0,2.0,55.0,2
Built-up  Area,Ready To Move,Avalahalli,2300.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Prakruthi Nagar,1240.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Surabhi Layout,1750.0,3.0,120.0,3
Super built-up  Area,18-Apr,Sadaramangala,1230.0,2.0,43.48,2
Plot  Area,17-Aug,Anjanapura,1500.0,3.0,139.0,3
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,40.39,2
Plot  Area,Ready To Move,Tindlu,1500.0,2.0,87.0,3
Built-up  Area,18-Dec,Electronic City,1125.0,2.0,32.49,2
Built-up  Area,Ready To Move,Maruthi Sevanagar,950.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Kothanur,1580.0,3.0,76.0,3
Plot  Area,Ready To Move,B Narayanapura,1092.0,2.0,98.5,3
Built-up  Area,18-Jul,Electronic City Phase II,1090.0,2.0,28.34,2
Built-up  Area,19-Mar,Hennur Road,2264.0,3.0,159.0,3
Super built-up  Area,19-Aug,Dommasandra,1033.0,2.0,25.53,3
Super built-up  Area,18-Apr,Kammasandra,810.0,2.0,24.5,2
Super built-up  Area,Ready To Move,Green Garden Layout,1045.0,2.0,45.0,2
